average_value,month,year
-0.5713628469015748,10,2019
-0.13650571596031524,7,2019
-0.27295545189981124,2,2018
-0.04924242424242425,9,2018
-0.1568235294117647,7,2019
-0.12057566216643009,3,2019
-0.046157173905458815,5,2019
-0.010004448933946104,10,2019
-0.08268833304404735,7,2019
0.019687499999999997,6,2020
-0.23842432908924077,10,2018
0.12400000000000001,12,2019
0.053157894736842105,4,2019
0.2510204081632654,4,2018
0.0391401313401658,4,2018
-0.042683791474449756,4,2019
-0.0012500000000000844,9,2018
-0.05209677419354836,7,2018
0.10620000000000002,1,2018
0.08960784313725492,10,2020
-0.17249999999999996,9,2020
-0.1853860836448657,4,2018
0.11157894736842107,5,2018
0.07789073050555703,3,2018
-0.06065744598135128,3,2018
0.09349999999999997,11,2020
-0.023912437634672906,10,2019
0.0010610313436828609,4,2019
-0.1386206896551724,8,2019
0.001609195402298845,8,2019
-0.010540540540540539,4,2019
-0.1915617398122825,1,2018
-0.24188573106456207,4,2019
-0.0016049382716049178,5,2019
-0.012409638554216822,6,2019
0.08241379310344828,5,2018
-0.10909090909090911,4,2018
0.001633066318804094,10,2019
0.06339622641509432,3,2018
-0.12411587012368565,7,2019
-0.006666666666666647,9,2018
0.153859649122807,5,2018
-0.0878494662899538,4,2019
0.02838490967051626,6,2019
-0.02162805412171642,5,2018
-0.14176470588235293,4,2018
0.029629629629629627,3,2018
-0.026630207387975727,10,2019
0.042528602355264344,11,2018
-0.024659090909090898,8,2019
-0.0686398409718359,8,2019
-0.15094864444400194,3,2019
-0.11380547634092228,8,2019
0.021095890410958877,12,2018
0.09126482001151823,12,2019
0.006619718309859126,12,2018
-0.07423480805255239,12,2019
-0.06666666666666665,7,2020
-0.040000000000000015,12,2017
-0.0028260869565217635,10,2019
-0.12429916844510612,1,2018
0.0813863979943163,10,2018
-0.13153040847157052,8,2018
-0.12026686840011484,8,2018
0.17549019607843136,1,2019
-0.1484741235370939,6,2018
0.023061224489795955,12,2017
0.009814814814814795,10,2020
0.03406250000000004,8,2018
-0.06221845229555331,5,2019
-0.07522655408179325,4,2018
0.037272727272727256,11,2018
-0.21849326518387646,1,2018
-0.10643112101077272,10,2018
-0.1254316564696751,8,2019
0.11580000000000004,1,2018
-0.1366037735849056,3,2018
-0.043463620453685625,6,2019
-0.03197530864197531,5,2019
-0.15578124999999998,1,2020
-0.2547741354906116,12,2019
0.20112903225806453,2,2021
-0.09272814610202082,12,2019
-0.07935483870967741,10,2019
-0.12228706652070898,6,2018
-0.2469834186443333,1,2019
-0.005977011494252874,10,2019
-0.00378964943998456,5,2018
-0.052731935922793974,8,2019
-0.2504432023860547,10,2018
-0.07632352941176468,10,2018
-0.022053563555584438,6,2018
-0.04232558139534883,7,2019
-0.10122138744954026,6,2018
-0.09871623128067732,3,2018
-0.037453247459175505,11,2018
0.014629629629629643,3,2018
0.034054054054054046,1,2019
-0.07096534501629258,3,2019
-0.03916053228592991,11,2019
0.032205882352941174,4,2019
0.01122807017543861,6,2018
0.0523529411764706,4,2018
-0.015689655172413764,5,2018
-0.11141910261429633,12,2017
-0.11097355657195063,8,2019
-0.05499999999999998,9,2019
0.07258064516129034,10,2019
-0.08726934820083189,10,2019
-0.05815384615384616,8,2018
0.04301204819277109,6,2019
0.0935185185185185,3,2018
-0.0387187696575431,5,2020
0.05470588235294118,10,2018
0.02020408163265306,12,2017
-0.026824919766197743,11,2018
-0.12092989415115583,12,2019
-0.10998314598903527,4,2019
0.003370786516853938,10,2019
-0.087991235324687,4,2019
-0.2116771694571187,7,2018
0.006923076923076907,5,2019
-0.18062009201569482,7,2021
0.04410714285714285,4,2018
0.0324500258045637,7,2018
0.20421052631578948,7,2018
-0.07789005463570871,9,2019
0.05320754716981131,3,2018
-0.15714212165684846,6,2018
0.0006349206349206284,8,2018
-0.10484573415986248,1,2018
0.04565217391304347,3,2018
-0.20263599868757304,11,2020
0.001974425867308984,12,2017
-0.19068797439194257,10,2018
0.14056338028169016,1,2019
-0.13210848633349365,5,2019
-0.12962866876297566,12,2018
-0.058461538461538454,2,2018
-0.011717982801992141,4,2019
-0.23490160057812168,5,2021
-0.07901408450704224,12,2018
0.06273972602739725,1,2019
-0.12230410090127079,12,2017
-0.05302631578947368,2,2019
-0.2430011221826346,8,2018
0.06282051282051282,4,2021
-0.0433720930232558,7,2019
-0.11445247908463321,6,2018
0.05483333333333336,6,2018
-0.03965752056415854,9,2019
-0.08056818181818184,8,2019
0.10887096774193551,7,2018
-0.20686924994154285,2,2020
-0.0838709677419355,12,2019
-0.21481481481481485,3,2018
-0.24369246817699608,1,2019
-0.17586474193409843,3,2018
-0.23988033258917738,8,2018
0.11290628832189638,12,2017
0.027846153846153847,8,2018
0.13101694915254236,8,2019
-0.16989902907588808,12,2017
-0.2066145465176886,12,2018
0.08753846153846156,8,2018
0.10639999999999997,1,2018
-0.20730447696808202,7,2018
-0.22178426400229836,2,2019
-0.10293822788835574,4,2018
0.021704333732399727,12,2018
-0.017620650803922663,12,2018
-0.17227391975715925,5,2018
0.034999999999999976,6,2018
-0.03528722465808798,12,2018
-0.36802855620680736,10,2018
0.06266666666666663,11,2018
0.13034090909090912,8,2019
-0.09381818181818184,4,2018
-0.06269230769230764,2,2018
-0.18917968842821292,8,2019
-0.04493670886075948,4,2019
-0.019736842105263126,3,2019
-0.03635568529126957,5,2018
0.23340425531914896,10,2020
0.11835164835164838,10,2019
-0.24040171438800362,1,2018
-0.0143006723151484,8,2018
0.020000000000000018,3,2018
-0.02794117647058825,10,2018
0.022549595598689437,8,2019
-0.06606060606060603,1,2019
0.13547945205479453,4,2019
-0.14915444570656644,7,2018
-0.010188111569295527,10,2019
0.031072552541379597,10,2018
0.13805194805194812,3,2019
0.00992161450221582,10,2018
0.0038461538461538203,10,2019
0.00620000000000001,1,2018
-0.2512661937393441,3,2019
0.022962962962962966,3,2018
0.17232558139534881,5,2019
-0.043200655528734797,3,2018
-0.028545454545454544,1,2019
-0.09225,5,2021
-0.2671202559032854,8,2020
-0.014411764705882322,11,2018
0.02465906962379845,5,2018
-0.11859339733521426,7,2020
-0.009692307692307674,8,2018
-0.03916666666666669,6,2019
-0.2744701061778543,3,2018
-0.17469816666432397,12,2019
-0.3050056759582693,1,2018
-0.29679392421705203,5,2018
-0.23644829551231372,5,2021
-0.15709017559024002,5,2018
-0.2149311788189753,9,2020
-0.07570948824885143,12,2017
-0.16238095238095238,8,2018
0.1310144927536232,10,2019
-0.18343363674972135,7,2019
0.06823529411764707,3,2018
0.06485714285714285,11,2019
0.08482758620689655,5,2018
-0.0007407407407407469,5,2019
-0.20535439506974423,6,2019
-0.08374784154465115,10,2019
-0.2586209705673916,4,2018
-0.15522456826163564,5,2020
-0.20796789585852743,4,2018
-0.18333497765265658,7,2019
0.020879120879120867,1,2020
-0.05645161290322582,10,2019
-0.138175639972793,5,2019
0.09305084745762712,6,2018
-0.005584415584415587,3,2020
-0.17767111723013107,4,2018
0.30157894736842106,6,2018
-0.1694232365922052,8,2018
-0.12977777996702447,1,2018
-0.20117218842405538,1,2019
-0.0018181818181818442,2,2021
-0.33341522592520056,8,2018
-0.0936923076923077,8,2018
-0.20622695504859626,8,2019
-0.013159762978278708,12,2021
-0.019259259259259295,3,2018
-0.12218181818181822,8,2018
-0.1351523112469049,8,2019
-0.02418181818181821,4,2018
-0.02854713621304537,8,2021
0.0004081632653061047,7,2021
-0.1892708333333334,12,2019
0.24775510204081633,12,2017
0.07222222222222223,11,2020
-0.019852941176470608,10,2018
-0.03876705130593937,7,2020
-0.19857081143720373,7,2018
-0.0713026231545761,7,2019
0.014761904761904738,5,2018
-0.004259259259259274,3,2018
0.06545454545454546,4,2018
-0.2595644884802533,11,2019
0.15180280412689098,8,2018
0.13158730158730159,8,2018
-0.136770563572951,9,2020
-0.011577626037485739,6,2018
-0.10125000000000002,12,2017
-0.13413793103448274,8,2019
0.008333333333333323,2,2019
0.03947368421052635,5,2018
0.029574468085106387,10,2018
-0.01733333333333333,6,2018
-0.1234762164791821,12,2018
-0.13244713948980705,8,2018
0.08612903225806451,7,2018
-0.04285911276725976,6,2021
-0.14805089123832832,3,2018
0.1271212121212121,9,2018
-0.0009523809523809505,12,2018
-0.014761904761904745,6,2019
-0.24025278402196454,7,2019
-0.23043294187043514,10,2019
-0.11415737441067149,2,2021
-0.1780261765770557,5,2018
-0.03500000000000002,8,2018
-0.26449860676075393,7,2018
-0.07352487924112093,2,2019
0.012222222222222223,8,2018
0.1397142857142857,12,2018
0.0002564102564102723,7,2019
-0.13940889086155617,10,2020
0.1633720930232558,7,2019
-0.16148148148148148,5,2019
-0.19563103216073516,1,2019
-0.09205862630316262,12,2019
-0.2278004303332422,12,2018
-0.04042476785432395,7,2019
-0.03899330878717367,3,2018
-0.0680232558139535,7,2019
-0.003506424386452649,2,2018
-0.12609761569804506,3,2018
0.023928571428571428,6,2019
-0.0016720071554265636,11,2020
-0.07779220779220777,4,2019
0.017432432432432417,2,2019
0.0034328358208954774,10,2018
0.08978494623655915,10,2019
0.06270833333333332,12,2017
0.0932692307692308,2,2019
-0.018013904025251323,1,2018
-0.17808586312989005,6,2018
-0.05673264166513734,1,2018
0.002807405825124617,2,2020
0.31740000000000007,1,2018
0.1036,1,2018
0.018499999999999996,6,2018
-0.06615384615384616,10,2019
0.12470588235294118,10,2020
-0.23928023762703968,5,2018
0.21030303030303027,10,2018
-0.12415094339622645,6,2018
-0.1468040665993335,4,2018
0.31652173913043485,8,2020
-0.015999999999999976,1,2018
-0.192648923774486,1,2019
-0.09578947368421051,12,2019
0.17489361702127654,3,2018
0.05768115942028981,10,2018
-0.1287865202301578,5,2019
-0.09035714285714287,5,2018
-0.22149999999999997,3,2020
-0.23541333522147903,11,2018
0.0011702127659574413,1,2020
-0.1869815757718424,6,2018
-0.1330612244897959,3,2018
-0.13852207148991044,4,2018
-0.1232989802021303,4,2018
-0.119974519126561,6,2018
-0.273841572227987,2,2018
-0.05246772763939586,7,2019
-0.019764705882352934,7,2019
-0.16550561797752808,8,2019
0.034651162790697666,7,2019
-0.0358108108108108,1,2019
-0.04648648648648648,1,2019
-0.17999007071683745,9,2018
-0.029056603773584898,3,2019
-0.20324053013123242,6,2019
-0.06141775722831275,3,2018
-0.014930216811461445,7,2018
0.0011666666666666492,1,2020
-0.06287878787878788,9,2018
-0.0031578947368421572,1,2020
-0.05952495122760456,10,2018
0.030892857142857135,4,2019
0.024164710795910472,6,2018
-0.16910112359550564,8,2019
-0.011123595505617983,8,2019
-0.10919999999999999,10,2019
-0.10917783134890097,10,2018
0.0008507366085900018,5,2019
-0.30481514957054157,5,2018
-0.019374999999999993,12,2019
-0.14209288022908514,6,2018
-0.00506024096385543,6,2019
-0.04304347826086954,9,2019
-0.08615894096844999,6,2018
-0.06001027537879107,10,2019
-0.015952380952380964,6,2020
0.04032967032967033,10,2019
0.03178082191780823,12,2018
-0.21289192759877026,6,2018
-0.14690222188978125,8,2019
0.07619047619047618,9,2021
-0.11162162162162159,5,2020
-0.04969011622564599,5,2019
-0.020526315789473695,5,2018
-0.08466198509415103,3,2020
0.032957746478873236,12,2018
-0.03945723899464196,5,2019
0.014526315789473679,12,2019
-0.0027234001157225105,6,2018
0.05670454545454546,8,2019
0.09257691978660344,12,2019
0.10777777777777776,10,2019
0.06920454545454545,8,2019
-0.17142857142857137,6,2019
-0.28197141652185265,7,2019
0.0677049180327869,7,2018
-0.041749607845064464,1,2018
-0.03188691674133491,11,2018
-0.014014989108054696,4,2018
-0.0173076923076923,3,2019
-0.17418065503059224,5,2019
-0.12710526315789475,5,2020
0.0882222222222222,8,2021
-0.020834798967139363,8,2019
-0.05010752688172044,10,2019
-0.13909236358556365,10,2018
-0.1596732819625147,3,2018
-0.0019753086419753516,5,2019
-0.13425735459152052,11,2019
0.012753457632686524,4,2018
-0.22226429265947867,8,2018
-0.3042522764460236,8,2019
-0.20988181688446528,8,2018
-0.3066598067370192,10,2018
0.055555555555555566,8,2021
-0.15512820512820513,5,2019
0.07436184288241812,2,2018
-0.0682556732621482,7,2018
0.052641509433962265,3,2018
-0.26604274087343666,2,2019
-0.03543859649122806,5,2018
0.010208333333333347,12,2019
0.010212765957446813,3,2018
-0.20820570380452996,12,2018
-0.16313576516209122,10,2018
0.09145161290322583,7,2018
-0.10096336995153424,1,2019
-0.14189484869312904,10,2018
0.041744186046511624,2,2020
-0.056481481481481494,3,2019
0.019791666666666652,12,2017
-0.01863636363636364,8,2019
0.027391304347826096,1,2020
-0.14482774202387497,5,2018
0.25162162162162166,5,2020
-0.11002830626770427,12,2017
-0.04935483870967744,11,2020
-0.1953696193819108,8,2018
-0.016307692307692294,9,2020
-0.1353266678173865,6,2018
-0.35068333502868915,12,2017
-0.02956685950420444,2,2018
-0.04568965517241381,5,2018
0.04333333333333335,9,2020
-0.08031264275894197,10,2019
-0.11944444444444441,12,2018
-0.170476308992113,8,2018
-0.3966614537308661,3,2021
-0.026282317818317837,11,2019
-0.10493730842623408,9,2018
0.029807692307692313,2,2018
-0.0311742109719277,10,2018
-0.05563860510515231,6,2018
-0.2213451099371648,3,2018
-0.0006122448979591842,12,2017
0.011341463414634136,5,2019
0.014761904761904766,8,2018
-0.22493728394152956,1,2018
-0.2808226236605676,1,2020
-0.033034615650836756,4,2020
-0.4039862901899053,1,2018
-0.07711564749242059,12,2018
-0.011216216216216194,1,2019
-0.0825609756097561,6,2019
-0.08393654970819074,8,2019
-0.014255319148936145,11,2019
-0.13097765269741796,9,2018
-0.0844943820224719,8,2019
-0.03169811320754719,5,2020
-0.003424657534246566,1,2019
-0.16561075335418654,1,2020
-0.0864,2,2018
0.01938461538461538,8,2018
-0.12656493076377304,5,2018
-0.06290322580645161,12,2019
0.019259160460154946,1,2018
0.04199189098555457,5,2018
0.09236559139784949,10,2019
-0.06656186243665903,11,2019
-0.1291145547005652,5,2018
-0.14352496871095996,3,2018
-0.11249418124011021,1,2018
0.056562499999999995,9,2019
-0.14564429777658083,10,2018
0.06698924731182795,10,2019
0.13936708860759492,6,2019
-0.19478826182540301,8,2019
-0.022941176470588222,12,2019
-0.03626861973145309,7,2019
0.0022619047619047315,7,2019
-0.12861412734820024,12,2017
0.12752688172043014,10,2019
-0.11127881161514463,9,2020
-0.27185559535911835,6,2020
-0.04773195876288658,12,2019
-0.07428073562626328,4,2019
-0.024345839965657035,8,2018
-0.09440677966101695,12,2018
-0.01426666666666667,1,2019
-0.06614457831325299,6,2019
0.06592627923340029,2,2018
0.025438596491228083,5,2019
-0.07683002222749817,1,2019
-0.03814285714285713,11,2018
0.0326984126984127,8,2018
0.009803921568627468,4,2019
-0.18861926667531928,5,2020
-0.03901445515252255,5,2018
-0.05150000000000001,4,2019
0.0006247722633609173,8,2019
-0.07799999999999999,8,2019
0.07541666666666667,5,2019
-0.09365384615384612,5,2018
-0.28100780277141524,3,2021
-0.017710843373493965,8,2019
-0.20990984469447607,12,2017
-0.120125488676187,5,2020
-0.040635082075471465,7,2019
-0.24133651270528725,5,2018
0.12563380281690142,12,2018
-0.14002215950487346,4,2018
-0.08967319863272899,5,2018
-0.06948329505893494,7,2020
-0.255175409279966,4,2019
-0.1443116074901043,12,2019
-0.09748725227762216,3,2021
-0.00611940298507464,10,2018
0.19388059701492535,4,2019
-0.3685739933973179,1,2019
-0.26060264700177926,8,2019
-0.045721907251145125,5,2019
0.01352941176470589,10,2018
-0.017977528089887628,10,2019
-0.034063126276991706,1,2019
-0.12037854723475218,12,2020
-0.16296749729248794,2,2019
-0.13588035536262438,4,2019
0.004999999999999986,6,2018
-0.060840526458304546,3,2018
-0.12115694961744182,12,2017
-0.3088784276384291,12,2018
0.015166666666666665,6,2018
0.08079999999999994,1,2018
-0.026714285714285708,7,2019
-0.24470747711371899,10,2019
0.026399999999999996,10,2019
-0.08781912627708185,1,2018
0.08117647058823531,10,2018
0.07472222222222223,2,2020
0.046938775510204075,10,2018
-0.06337837837837837,1,2019
0.07911111111111108,8,2018
-0.06842105263157892,5,2018
-0.03363502210118506,10,2018
-0.0627912284491041,4,2019
-0.282,1,2018
0.11960784313725493,1,2018
-0.017441860465116272,7,2019
0.03525978655388422,2,2018
-0.1795864412569066,3,2018
0.1951923076923077,4,2020
-0.39913258319168476,4,2022
-0.2398712276278685,12,2017
-0.2512755544306875,3,2019
-0.1805348805858018,12,2019
-0.12368421052631581,1,2019
-0.14652774233697197,4,2018
0.12185194316165945,7,2019
0.09093749999999998,8,2018
-0.026427427222224183,10,2020
-0.0009589041095890549,12,2018
-0.08502036450567096,3,2019
-0.14582717062294584,12,2019
-0.06924528301886793,4,2018
0.028043478260869538,2,2018
-0.042888888888888914,5,2019
-0.12219120026881916,6,2018
-0.0013969262792597047,5,2018
0.09982142857142852,4,2018
-0.21183000978229014,12,2018
0.29156862745098044,3,2018
-0.011973684210526317,2,2019
0.15584415584415579,3,2019
-0.11541666666666667,1,2020
0.12641696289701476,7,2020
0.02476190476190477,8,2019
-0.23902627568275062,4,2018
-0.14344360701732314,6,2019
0.0020864046430520713,6,2018
-0.12787481080826177,10,2018
-0.22015413553112767,2,2018
0.1272340425531915,12,2017
-0.14240126316309795,5,2018
0.019259259259259302,3,2018
0.05873015873015873,8,2018
0.0015113263370353574,5,2021
0.013855421686746982,6,2019
-0.16953526083722234,1,2018
-0.04487500000000001,5,2019
-0.045260736132928525,12,2018
0.07296296296296295,5,2021
-0.028853741239981995,10,2019
-0.020880690277385476,3,2019
-0.0693877551020408,12,2017
-0.10520000000000002,1,2019
0.13177777777777777,1,2020
-0.32317292991762736,1,2018
-0.07890436455906655,6,2019
-0.17324303186366966,3,2019
-0.21341463414634146,7,2019
-0.21227704644831333,10,2020
-0.15318671672351847,7,2018
-0.08329110171496068,10,2018
-0.12494330311352923,11,2021
-0.12539923247304088,5,2018
-0.31458436213335617,5,2019
-0.024754098360655712,8,2018
-0.052750000000000054,1,2022
-0.02265822784810125,6,2019
0.01918367346938775,6,2019
0.1770769230769231,8,2018
0.051142857142857184,11,2018
-0.008730158730158703,3,2020
-0.0029669279004898496,1,2021
-0.5929956451107576,3,2020
-0.21925596503709316,12,2019
-0.17113722389831995,10,2018
-0.052380952380952396,10,2020
0.04468803672505717,3,2018
0.0032352941176470454,8,2019
0.07523809523809524,8,2018
-0.10648918177608302,12,2018
-0.005967741935483867,7,2018
-0.13268292682926833,7,2019
-0.05787310179427858,8,2018
-0.011451612903225807,3,2021
0.004146341463414627,5,2019
0.002727272727272723,9,2018
0.1319298245614035,10,2019
-0.11657304881109627,12,2017
-0.14503206650565936,5,2018
-0.0603409090909091,8,2019
-0.3390671607622801,1,2019
0.07952380952380954,9,2018
-0.20791554579104052,4,2018
0.09938271604938273,5,2019
-0.19879216363212246,7,2020
0.032166666666666684,6,2018
-0.12115298718031102,6,2018
0.018505747126436784,10,2019
0.059622641509433985,3,2018
-0.12299999999999998,1,2018
0.04017857142857143,4,2018
-0.025130037438110774,3,2018
0.05086419753086422,5,2019
0.014794520547945167,1,2019
-0.22340101575718949,4,2018
-0.02723404255319149,11,2019
0.1297222222222222,12,2018
-0.03799465254067567,5,2019
-0.03125,12,2017
-0.11094339622641512,3,2018
-0.05455566529795109,6,2018
0.0335414597465882,1,2018
-0.25519756646431563,10,2020
-0.15456140350877193,7,2018
0.05111111111111109,5,2019
-0.07237422110064595,5,2018
0.021558441558441565,3,2019
-0.2276487108738994,7,2018
-0.2118,1,2018
-0.2820920889799546,3,2018
0.04411764705882353,1,2018
-0.24015543456900232,3,2018
-0.15959183673469388,12,2017
-0.2361988632603915,8,2019
-0.011535201354326102,5,2019
-0.18528134939424082,8,2018
0.004745762711864412,6,2018
-0.09922057145815258,10,2019
-0.11835334567502798,8,2019
-0.10426167666213931,7,2019
-0.06314029974309916,3,2019
-0.3787221451591417,3,2018
0.06268292682926828,8,2019
0.0367241379310345,5,2018
-0.03626617214386187,12,2017
0.0048936170212766,10,2018
0.13818181818181818,6,2018
-0.03903034497590262,8,2018
0.004625000000000046,4,2019
-0.24488846549262222,7,2018
0.05229166666666668,1,2018
-0.08499999999999999,3,2019
-0.041713679610072205,10,2019
-0.1786653317887033,4,2019
0.08264541523698865,2,2018
-0.029041095890410953,12,2018
-0.05156862745098042,9,2020
-0.04277477896853561,5,2018
0.04058823529411766,1,2018
-0.3477336497738265,8,2018
-0.031421130259334906,1,2021
-0.0017015396130505385,10,2019
-0.015633802816901392,12,2018
-0.0475409836065574,7,2018
-0.03671232876712328,12,2018
0.01361111111111111,12,2018
-0.03396825396825394,8,2018
-0.0440625,12,2019
-0.1205970292996714,3,2019
-0.2723150692169867,4,2021
-0.0890175575712217,1,2019
0.07679999999999998,5,2018
0.12133333333333331,8,2019
-0.25889634005499557,3,2018
-0.1339657330528725,1,2020
-0.13104310710036146,12,2018
0.03380952380952381,6,2019
0.022941176470588243,3,2018
0.12723404255319148,5,2020
-0.17167756048179048,6,2019
0.06999999999999999,10,2019
0.06771929824561404,6,2018
-0.026278974234745654,9,2018
-0.032602012231994555,7,2019
-0.29717305231348456,1,2018
-0.21075698101138818,4,2018
-0.018651685393258444,8,2019
-0.04343711423532747,7,2018
0.1841071428571428,4,2018
-0.08822338332061637,10,2018
-0.14123774584764426,6,2019
-0.05355045859910671,12,2019
0.09904761904761902,10,2018
0.09185185185185184,3,2018
-0.05636363636363637,4,2018
0.05274962266852183,7,2019
0.058026315789473676,10,2019
0.06983050847457627,6,2018
-0.01816326530612244,3,2019
-0.07354838709677418,7,2018
-0.058805970149253727,10,2018
0.016477281326021834,9,2018
-0.06769527247734808,4,2018
-0.2517997043652309,6,2018
0.003281249999999975,8,2018
-0.11475156351307192,8,2018
0.2543243243243243,3,2021
-0.0015555555555555594,9,2019
0.15906208437918104,1,2019
-0.12264367816091956,8,2019
-0.19493695599113603,1,2019
-0.07902127684775762,3,2019
0.04354166666666664,12,2017
-0.06032740801352666,5,2018
0.18421052631578946,2,2019
-0.24415379719850475,10,2018
0.013536585365853662,5,2019
0.20520833333333333,12,2017
-0.04626227736311582,5,2018
-0.19541899002738158,5,2019
-0.11912280701754384,5,2018
-0.06449868923660373,10,2018
-0.38406066367936564,1,2020
-0.0012294647370524547,8,2019
-0.01035248332964197,1,2018
-0.07848982750705051,12,2017
-0.14553191489361703,12,2017
-0.08387187823559963,3,2020
-0.0751388888888889,12,2018
-0.06050000000000002,6,2018
0.0317647058823529,7,2019
-0.0425380294773755,4,2020
-0.04797713459645993,7,2018
-0.04599999999999998,4,2018
-0.07573245415610083,2,2018
0.04285714285714286,12,2017
-0.1999999999999999,7,2019
-0.04692740262457666,8,2018
-0.26269592577615597,2,2018
-0.016908075725104423,5,2018
-0.0784313725490196,3,2018
-0.06798677841949778,1,2018
-0.03893939393939394,9,2018
-0.0012000000000000099,2,2019
-0.0040740740740740945,3,2018
0.05041666666666663,12,2017
-0.11577697519960446,4,2019
-0.12359105806610111,12,2018
0.09919540229885059,8,2019
0.0013482543804173297,1,2019
-0.2342246266361255,5,2020
-0.14189066457571317,9,2018
0.007,11,2019
-0.2410320161609114,1,2018
-0.23615310451795488,1,2018
0.11695121951219514,5,2020
0.18076923076923077,8,2018
0.19773584905660374,3,2018
-0.041666666666666664,3,2018
-0.0892586379167276,7,2019
-0.08364514300011981,12,2017
-0.17964570026284307,2,2020
-0.017499999999999946,8,2018
-0.05328767123287672,12,2018
-0.17053674387433096,4,2019
0.0975438596491228,5,2018
-0.21032258064516132,7,2018
-0.05387755102040818,12,2018
-0.12877551020408162,12,2019
0.017400000000000016,1,2018
-0.0990629881589875,2,2018
-0.009069767441860489,7,2019
-0.12865361843401768,12,2019
-0.10425925925925927,3,2019
-0.11212942013105313,8,2021
-0.1559738041514311,5,2018
-0.004459608591337818,3,2018
-0.021178360308678163,7,2018
-0.0600003898443453,8,2020
0.002380952380952362,4,2021
-0.14376156510766724,4,2019
-0.11785714285714285,6,2020
-0.04198077702141028,8,2018
-0.046850507789059435,12,2018
-0.04140350877192983,5,2018
-0.019230769230769235,5,2022
-0.047291666666666676,12,2017
0.02289473684210529,2,2019
-0.2141587210681392,5,2018
-0.37947508936897373,9,2020
-0.0022388059701493154,1,2019
-0.016515151515151514,10,2020
0.041791044776119404,9,2020
-0.08294936191550857,10,2018
0.13869565217391305,7,2019
-0.0834782608695652,3,2018
-0.02852446343075603,9,2019
-0.001976401098055364,4,2018
-0.24081347973843742,6,2019
-0.01732142857142855,5,2018
-0.015447024453513737,11,2018
-0.03236141197996368,6,2019
-0.1806507100491501,3,2020
-0.30723540929009063,10,2019
-0.11706280188481574,12,2017
0.03420289855072464,10,2018
0.0912,1,2018
-0.03944444444444444,9,2019
0.004426241315968841,8,2019
-0.04059523809523814,6,2019
-0.07430630040408956,8,2019
0.12312500000000001,5,2019
-0.15029850746268655,10,2018
-0.029266778514901864,7,2019
-0.13209336030563953,1,2020
-0.01821428571428572,4,2018
-0.10876404494382022,8,2019
-0.026944444444444462,6,2018
0.06648648648648647,12,2018
-0.06512820512820514,10,2021
-0.012750056093634141,12,2021
-0.04142171385148861,8,2019
-0.18339285714285714,4,2018
0.019999999999999976,3,2018
0.02671232876712329,12,2018
0.045000000000000005,11,2018
-0.4059319060252432,10,2019
-0.02837837837837838,8,2019
0.008732394366197157,5,2020
-0.0484214703668229,11,2019
0.1524324324324324,7,2019
-0.07545550514544294,6,2019
-0.15337662337662342,7,2020
-0.16344853913786841,3,2019
-0.1888872010834352,11,2019
0.004459492951738571,8,2019
-0.00266917019896613,1,2018
-0.09487179487179488,8,2018
-0.11951973759619473,4,2019
-0.1809359717323844,12,2017
-0.11897973119102477,11,2019
-0.19466527321919982,5,2020
-0.09426538626561938,11,2020
0.08703703703703701,3,2018
-0.09362756065156047,5,2018
-0.06902439024390239,5,2019
0.02523809523809527,7,2019
-0.23075416197878468,8,2018
-0.06531914893617023,12,2017
0.033749999999999995,4,2018
-0.02626865671641788,10,2018
-0.030193405234096252,10,2019
-0.02324028716389274,6,2018
-0.17280349637826303,7,2018
-0.13822642183550835,11,2018
-0.36637323676078565,4,2018
-0.36220158589961793,12,2019
-0.057554695352206794,3,2019
-0.15563910242626636,2,2018
0.04326530612244894,12,2017
-0.10853793267382536,8,2019
0.00045454545454543476,8,2019
-0.056393442622950825,7,2018
-0.0013432835820895003,1,2019
-0.10214285714285716,10,2019
-0.08124793216534049,1,2019
-0.2379550060141507,1,2018
-0.009017534464920826,1,2018
-0.21812499999999996,4,2019
-0.0014647277215429637,10,2018
0.007307692307692293,2,2018
-0.08701063476256533,10,2019
-0.0880851063829787,12,2020
0.024242424242424242,9,2018
-0.18273662093882517,6,2018
-0.008553493315457992,12,2017
-0.06969971770353839,12,2018
0.05227134646478998,4,2019
-0.05656895085272845,12,2017
-0.049644006830223554,12,2019
-0.1663829787234042,12,2017
0.07278688524590164,7,2018
-0.027504208583855112,8,2018
-0.00146666666666668,1,2020
0.01586607599260463,1,2019
-0.03877293451773758,8,2018
0.029833333333333344,6,2018
0.09818181818181813,2,2019
-0.0707843137254902,4,2019
-0.22205276019620812,12,2017
-0.04592298090160451,9,2018
-0.21882352941176475,7,2019
-0.2772000004073473,8,2018
-0.09031812050783028,2,2019
0.05967213114754099,7,2018
-0.09709157393132538,2,2018
-0.23015625,8,2018
0.12126984126984126,8,2018
-0.016249999999999987,12,2017
-0.045465808332220116,12,2020
0.052586206896551704,5,2018
-0.034202898550724635,10,2018
0.08945945945945946,11,2018
-0.0009278350515463891,12,2019
0.13977272727272727,8,2021
-0.03483870967741937,7,2018
0.0032203389830508878,8,2020
-0.16501745803939888,3,2018
0.005306122448979596,12,2017
-0.1719736842105263,2,2019
-0.02813953488372095,4,2018
-0.1024074074074074,4,2021
0.019879518072289156,6,2019
0.03356164383561644,12,2018
-0.051846153846153833,8,2019
